delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.7,1000,exp,0,10,10,8,75.0896224998869,,75.07506419997662,75.0896224998869,76.07473889994435,76.07473889994435,76.09143120003864,78.04535149992444,space,1.9539195999968797,None,78.04625259991735,78.761283266653,79.08313249982893,79.05968529987149,79.0597729999572,79.08313249982893,79.08313249982893,79.08313249982893,82.43418189999647,400,1,[3.371737000066787],[3.3717517000623047],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
0.7,1000,exp,0,11,11,5,82.45053999987431,,82.43518889998086,82.45053999987431,83.449331499869,83.449331499869,83.449331499869,84.3360279998742,space,0.8808275999035686,None,84.3369125998579,85.05159766652311,85.37232919991948,85.35000750003383,85.35008619981818,85.37232919991948,85.37232919991948,85.37232919991948,88.45619019982405,400,1,[3.1035434999503195],[3.103554300032556],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
0.4,1000,exp,1,0,12,4,88.4713999000378,,88.45720389997587,88.4713999000378,89.45619209995493,89.45619209995493,89.47278319997713,90.60946439998224,space,1.1370614999905229,None,90.61043570004404,91.02461606666135,91.34164409991354,91.31952489982359,91.31959760002792,91.34164409991354,91.34164409991354,91.34164409991354,93.86132589983754,400,1,[2.5389264000114053],[2.538935400079936],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
0.7,1000,exp,1,1,13,11,93.87702999985777,,93.86232759989798,93.87702999985777,94.86255329987034,94.86255329987034,94.87883859989233,96.36662349989638,space,1.493285900214687,None,96.36762429983355,97.08119326649854,97.39113319991156,97.37990679987706,97.37997219990939,97.39113319991156,97.39113319991156,97.39113319991156,99.93627369985916,700,1,[2.554040699964389],[2.5540560998488218],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
0.1,1000,exp,1,2,14,9,99.95091629982926,,99.93748570000753,99.95091629982926,100.95207939995453,100.95207939995453,100.95207939995453,102.27205109992065,space,1.3183488000649959,None,102.27284849993885,102.38747596653799,102.71021940000355,102.68989809998311,102.6899619998876,102.71021940000355,102.71021940000355,102.71021940000355,106.0924076999072,700,1,[3.3996284999884665],[3.3996387000661343],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
0.7,400,unexp,1,3,15,2,106.10745789995417,,106.09325269982219,106.10745789995417,107.09197239996865,107.09197239996865,107.10870760004036,108.22736509982497,space,1.1277074001263827,None,108.22804279997945,108.9448640666126,109.25797329982743,109.23956899996847,109.2396102999337,109.25797329982743,109.25797329982743,109.25797329982743,111.59761259984225,300,1,[2.355427899863571],[2.355437699938193],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
0.4,1000,exp,1,4,16,10,111.61368379998021,,111.59883389994502,111.61368379998021,112.59773299982771,112.59773299982771,112.6153980998788,113.7181235998869,space,1.115391300059855,None,113.71947849984281,114.13331556652362,114.45077249989845,114.42955869995058,114.42961629992351,114.45077249989845,114.45077249989845,114.45077249989845,116.80446559982374,600,1,[2.372072899946943],[2.372082799905911],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
0.1,400,unexp,1,5,17,0,116.81910609989427,,116.80549079994671,116.81910609989427,117.804057699861,117.804057699861,117.82100669993088,119.24069490004331,space,1.4286170001141727,None,119.24175079981796,119.35596466652738,119.67943649995141,119.6595934999641,119.65963649982587,119.67943649995141,119.67943649995141,119.67943649995141,122.04311369988136,500,1,[2.3813748999964446],[2.381384399952367],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
0.7,1000,exp,1,6,18,5,122.0581693998538,,122.04404459986836,122.0581693998538,123.0431786000263,123.0431786000263,123.05970909981988,124.24624129990116,space,1.195598900085315,None,124.2471262998879,124.96127986658054,125.28305309987627,125.25982759986073,125.25988659984432,125.28305309987627,125.28305309987627,125.28305309987627,127.4154323998373,400,1,[2.1525650001131],[2.152574900072068],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
0.4,1000,exp,1,7,19,7,127.43079319992103,,127.41641329997219,127.43079319992103,128.4159617999103,128.4159617999103,128.43292069993913,130.2861033999361,space,1.8628341001458466,None,130.2870290998835,130.70411906653706,131.0284781998489,131.00494669983163,131.00499329995364,131.0284781998489,131.0284781998489,131.0284781998489,134.02416659984738,200,1,[3.016988500021398],[3.0169975999742746],365031,001,2024-11-13_13h55.48.200,IntentionalBindingExperiment,2024.1.5,None,2024-11-13 13h55.54.650827 +0530,
